,description,id,rating,title,category
19124,"Neat social deduction game that blends The Resistance and Mysterium. Played a 4 player game just to get the feel and mechanics of the game down and I don't see this playing well with less than 6. Definitely a large party game for gamers, but easy enough for newcomers to grasp. Between this and Secret Hitler, I see The Resistance getting booted from my collection...",VCoAcOrQX6,3,Neat socia...,deduction
19128,Sleeved.,VCoAcOrQX6,4,Sleeved....,deduction
19132,"(9/16) 8. Fantastic party game that is a little more involved than the usual fare. 

(9/17) Raise to 9. Consistently a hit whenever I bring it out.  Playing with the accomplice more has really added to the fun.",VCoAcOrQX6,4,(9/16) 8. ...,deduction
19134,In Germany,VCoAcOrQX6,4,In Germany...,deduction
19828,"Very clever mechanics and ""paranoia"" type of game. I like the many options the players have. For a first timer, it can be VERY daunting and fiddly to remember all the rules and abilities, specially with all the expansions in place. All in all, I think this game is REALLY good - but you have to be in the mood to play such a long game.",YIBcOZqGkI,3,Very cleve...,deduction
19832,"Fun, but just a bit too long for my liking.",YIBcOZqGkI,3,"Fun, but j...",deduction
19835,3-6,YIBcOZqGkI,4,3-6,deduction
19838,"[SOLD, June 2017]Revised rating up from a 7 thanks to a session with an experienced, efficient group of players.  Playtime was not overlong for the amount of enjoyment had.  Now, I need to play it some more!",YIBcOZqGkI,4,"[SOLD, Jun...",deduction
19843,"First game seemed a bit lopsided with humans winning real easy. Cylon leader whose one victory condition was human win helped aswell. Was expecting more tension, so the rating is pending and it probably will go up after next game. EDIT1. Alright. 2nd game was much better and showed why its so loved by many. (Up a point)",YIBcOZqGkI,3,First game...,deduction
19852,"An excellent experience in board gaming! Because of the length of the game, I wouldn't recommend this for new gamers, unless they were already fans of the TV show.

For BSG fans, it's an AMAZING experience. The theme immerses you into the game so easily, and knowledge of the show only helps ease into playing. The mechanics aren't the smoothest in the world, and there are other games on the market that emulate the play of this game in less time, but jumping into the mythos is so much fun. The fact that there WILL be a Cylon thrown into the mix makes for some good table banter, and because player interaction helps elevate the play of most any game, BSG works really well in this regard.",YIBcOZqGkI,4,An excelle...,deduction
19859,"First play was spent trying to figure out how to play.  Played through on my own via Vassal Engine and loved it.  Really wanted to pick it up and all of the expansions and did.  Amazing game!

How To Play: https://www.youtube.com/watch?v=xi4qWVYqVnw

Changes every time you play.  It's a blast!

Have The Broken Token organizer for it and sleeved cards.  Everything fits, but the sleeved cards are tight.
https://www.thebrokentoken.com/galactic-star-battle-organizer",YIBcOZqGkI,5,First play...,deduction
19860,"Played once, it's okay. It's very long and I don't think I enjoyed it enough to invest that kind of time into it again. If I have enough time and people to play BSG, I would play Forbidden Stars instead. Totally different game, I know but similar in complexity and play time. I'll probably trade this away at some point. I have Dead of Winter and Homeland if I need a hidden traitor fix. Just need to play them now...",YIBcOZqGkI,3,Played onc...,deduction
19861,"It is some fun, I'll grant it that--and the play of skill cards does lead to some interest for the Cylon saboteur and for the humans trying to deduce the identity of the traitor. That having been said, it's too long, there's not much for a revealed Cylon to do, the sympathizer is cool in theory but wonky in practice, and too much hinges on those silly executive order cards. Standard FFG mixed bag of interesting ideas and failed execution.",YIBcOZqGkI,2,It is some...,deduction
19867,"[color=#CC0000]

Sometimes superb, sometimes flat.  I'm not a big co-op fan so take that for what it's worth.

[/color]",YIBcOZqGkI,3,[color=#CC...,deduction
19870,"3-7p
Sleeves
All contents in Base/Pegasus boxes.",YIBcOZqGkI,4,"3-7p
Sleev...",deduction
19873,Originally rated 8.0. Upped to 8.5 after a few plays. Always tense and incredibly thematic.,YIBcOZqGkI,4,Originally...,deduction
19876,"Only on one occasion did I think this game dragged on too long. Hours melt away as threat after threat is addressed. The headgame element is, as always, intense... why did they do THIS instead of THAT? Are they really trying to help or drag their feet? WHO just killed the skill check, and is it now obvious who they are at this point?

Fun abounds.",YIBcOZqGkI,4,Only on on...,deduction
19880,"Far better than Shadows over Camelot, imo. You don't even need to be a fan of the series to enjoy it!",YIBcOZqGkI,4,Far better...,deduction
19882,"I saw the pilot episode and some of the first season.
Co-op game with hidden traitor(s), who may not know until halfway through that they're the traitor. Normally that would be a big negative for me, but here it works.
Simple enough turns, skill checks after most turns where players can try and hide their traitor status, slow degradation of situation.",YIBcOZqGkI,3,I saw the ...,deduction
19884,"I'm not the target audience.  I didn't really like RK's Lord of the Rings, and Pandemic was at best innocuous for me.  BSG offers a nice theme, and spiffy bits.  But the length bothered me.

In our game the Admiral was a cylon, and we didn't figure this out soon enough.  The fleet ran out of fuel, which seemed darn hard to find more of - so that was it.

Just one play, so I suppose my rating could change.  But this isn't the sort of game I'm likely to chase down to play - so this may be my final word on the game.",YIBcOZqGkI,2,I'm not th...,deduction
19899,"The best movie or tv show based game ever. Great for fans and pretty good as a game in its own right. Takes the best from shadows over camelot and builds on it to create the best co-op/bluffing game i have played.

",YIBcOZqGkI,5,The best m...,deduction
19900,"Battlestar Galactica is an incredible game. It really captures the spirit of the show. After a few turns, paranoia kicks in and everybody looks like a treacherous cylon.

I dislike most hidden role games because during the first turns players start making blind accusations simply to keep the game moving, because the game is just that. However, in BSG the game is already a worthy opponent so for the first turns there may be no need to accuse anybody because maybe nobody earnt that accusation. It is not until someone starts behaving suspiciously that players need to start accusing and sending characters to the brig.

But not only the hidden role mechanic is well done, on top of that there is a very good game of resource management with a bit of space combat and politics.

There are only two downsides to this amazing game: it needs at least 5 players to really have an interesting game and it runs very long.

The silver lining is that unlike many modern games, it plays fantastically well with 5 players, and more with expansions.",YIBcOZqGkI,4,Battlestar...,deduction
19901,"[GAUDET]
Great theme. Ultimately, the game is far too long for what it does. Social deduction is not my primary interest to begin with, so I'm happy to play something else instead.",YIBcOZqGkI,3,"[GAUDET]
G...",deduction
19910,It was fun to play but took WAY too long.,YIBcOZqGkI,3,It was fun...,deduction
19929,"Played twice over the weekend, still working out some of the rules.  Each time had a real blast, hit the sweet spot with everyone.  Co-op game with traitor element.  Very thematic and you don't have to be a fan of the series to enjoy it.

31.08.2014. Play this for the experience. 

:star::star::star::star::nostar: Easy to learn
:star::star::star::star::nostar: Fun factor
:star::star::halfstar::nostar::nostar:   Replay-ability

why this game stays in my collection?
The mechanics with the voting on decisions can feel repetitive and some turns you can find yourself with very little to do.
But the whole traitor role mechanic, with other players possibly being a cylon or sympathiser can make this one of the most socially orientated and entertaining games.",YIBcOZqGkI,4,Played twi...,deduction
19930,Rating with Pegasus&Exodus expansion. I don't like Daybreak,YIBcOZqGkI,4,Rating wit...,deduction
19939,The ultimate game of synergy - traitor,YIBcOZqGkI,4,The ultima...,deduction
19942,Hilarious table-talk in this game.  I don't think 5 minutes went by without someone calling someone else a cylon.,YIBcOZqGkI,4,Hilarious ...,deduction
19951,"Replaced by The Resistance. The concept of a survival co-op game with secret traitors (some of whom are turned half-way through) is a perfect match for the show, but the game is overwhelmingly long and difficult, and most people I know have no interest in a game based on tv show they never watched that was a reboot of another tv show they never watched.",YIBcOZqGkI,2,Replaced b...,deduction
